Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2022,Fall,CMN,336,11,22,13,5,5,2,1,0,1,0,0,0,1,0,"Ramey, Mary E"
2022,Fall,CMN,340,16,13,5,2,3,5,0,2,1,0,2,0,1,0,"Fields, Victoria T"
2022,Fall,CS,173,35,143,93,87,72,40,34,33,20,20,7,5,18,3,"Cosman, Benjamin L"
2022,Fall,CS,233,101,118,3,2,29,3,1,7,2,0,9,0,5,0,"Herman, Geoffrey L"
2022,Fall,CS,357,31,249,67,47,31,24,7,16,6,7,5,2,4,1,"Silva, Mariana T"
2022,Fall,CS,374,16,39,30,23,28,25,13,3,6,6,0,2,6,1,"Kani, Nickvash"
2022,Fall,CS,410,213,109,33,10,6,3,0,1,0,0,0,0,0,3,"Zhai, Chengxiang"
2022,Fall,CS,411,71,396,98,40,29,23,17,10,3,1,3,0,1,1,"Alawini, Abdussalam A"
2022,Fall,CS,412,77,64,33,18,15,8,4,5,4,0,5,0,7,2,"Banerjee, Arindam"
2022,Fall,CS,425,25,41,148,108,41,9,4,3,3,4,4,2,2,2,"Gupta, Indranil"
2022,Fall,CS,427,86,104,42,25,11,10,0,10,0,0,5,0,2,3,"Jabbarvand Behr, Reyhaneh"
2022,Fall,CS,435,12,103,20,9,7,7,0,4,0,2,2,1,7,8,"Godfrey, Philip B"
2022,Fall,CS,437,35,56,10,4,4,2,1,1,1,1,0,0,4,1,"Caesar, Matthew C"
2022,Fall,CS,441,16,437,64,30,20,8,3,5,3,2,1,2,13,7,"Morales Aguirre, Marco An"
2022,Fall,CS,446,17,56,0,19,9,0,2,8,0,1,3,0,2,1,"Gui, Liangyan"
2022,Fall,CS,447,59,57,50,18,9,2,2,1,0,0,2,0,11,3,"Hockenmaier, Julia C"
2022,Fall,CS,498,4,18,9,2,2,0,1,0,0,0,0,0,0,0,"Cunningham, Ryan M"
2022,Fall,CS,598,0,178,42,8,24,7,0,0,0,0,0,0,0,1,"Liang, Feng"
2022,Fall,CS,598,11,25,12,5,2,1,0,0,0,0,0,0,1,2,"Han, Jiawei"
2022,Fall,CS,598,2,56,2,0,0,0,0,1,0,0,0,0,0,0,"Wang, Yuxiong"
2022,Fall,CW,100,0,12,4,5,0,0,1,0,0,0,0,1,0,0,"Dudek, John"
2022,Fall,CW,100,11,2,3,0,2,1,0,0,2,0,0,0,2,0,"Emmert, Kay"
2022,Fall,CWL,241,7,11,2,3,0,0,0,1,0,0,0,0,1,0,"Tedoradze, Megi"
2022,Fall,CWL,241,5,3,4,1,3,1,1,4,0,0,0,0,2,1,"Isik, Elif S"
2022,Fall,DANC,100,7,6,6,1,2,0,1,0,0,0,1,0,1,0,"Ayorinde, Oluwadamilare"
2022,Fall,DANC,100,35,8,0,0,0,1,0,0,0,0,0,0,1,0,"Henss, Jacob M"
2022,Fall,DANC,100,30,6,4,1,0,0,0,0,0,0,1,0,0,0,"Amiri, Banafsheh"
2022,Fall,DANC,201,5,8,6,2,2,0,0,0,0,0,0,0,1,0,"Brandano, Juliana"
2022,Fall,EALC,230,8,11,3,2,0,1,0,0,0,0,0,0,0,0,"Ren, Xiaoyan"
2022,Fall,EALC,230,15,30,2,0,1,1,0,1,0,0,0,0,0,0,"Pu, Yujie"
2022,Fall,ECE,110,9,19,9,7,12,7,5,7,7,3,2,0,3,0,"Shao, Yang V"
2022,Fall,ECE,110,11,24,10,9,10,10,10,4,2,0,2,0,7,0,"Kim, Kyekyoon"
2022,Fall,ECE,110,7,24,17,16,5,9,1,9,3,2,0,1,5,1,"Schuh, Jonathon K"
2022,Fall,ECE,120,19,28,17,7,3,6,3,4,3,2,1,0,2,0,"Aggarwal, Anu"
2022,Fall,ECE,120,37,48,26,16,12,12,9,8,2,3,3,1,3,0,"Bhowmik, Ujjal K"
2022,Fall,ECE,206,0,50,1,2,0,1,0,1,1,0,0,0,1,0,"Radhakrishnan, Chandrasek"
2022,Fall,ECE,210,6,2,2,10,13,20,7,7,8,1,2,0,3,2,"Mironov, Andrey"
2022,Fall,ECE,210,10,4,7,21,13,15,6,6,3,1,1,1,0,0,"Waldrop, Lara"
2022,Fall,ECE,210,2,3,2,10,8,14,9,3,10,3,2,3,3,4,"Alvarez, Juan"
2022,Fall,ECE,220,3,17,10,6,4,3,2,6,3,1,0,2,3,0,"Mitra, Sayan"
2022,Fall,ECE,220,3,15,6,3,9,4,8,4,3,2,0,1,11,0,"Hu, Yih-Chun"
2022,Fall,ECE,310,12,8,7,14,17,4,4,4,5,6,5,0,2,0,"Do, Minh N"
2022,Fall,ECE,310,16,12,14,10,6,9,6,5,2,1,0,2,1,0,"Snyder, Corey E"
2022,Fall,ECE,311,44,56,16,8,9,2,0,1,1,0,1,2,2,0,"Do, Minh N"
2022,Fall,ECE,313,7,8,7,12,10,13,6,10,11,1,3,0,0,1,"Moharrami, Mehrdad"
2022,Fall,ECE,313,1,8,5,13,18,10,5,10,7,2,0,1,1,0,"Katselis, Dimitrios"
2022,Fall,ECE,316,1,15,9,7,6,3,3,7,0,0,0,0,0,0,"Hillmer, Philip M"
2022,Fall,ECE,329,3,2,6,5,8,6,8,11,7,3,4,0,2,0,"Ilie, Raluca"
2022,Fall,ECE,329,3,6,3,9,3,3,5,6,4,4,3,0,2,0,"Ravaioli, Umberto"
2022,Fall,ECE,330,3,13,17,10,14,11,9,6,3,7,2,7,2,0,"Schuh, Jonathon K"
2022,Fall,ECE,340,1,2,4,2,7,3,4,2,4,0,0,1,2,0,"Rakheja, Shaloo"
2022,Fall,ECE,342,2,11,12,7,8,4,3,3,1,1,1,0,1,0,"Hanumolu, Pavan Kumar"
2022,Fall,ECE,408,2,31,20,19,45,13,10,37,4,3,1,3,2,2,"Patel, Sanjay J"
2022,Fall,ECE,408,3,28,11,10,35,9,7,14,2,1,1,1,3,0,"Kindratenko, Volodymyr"
2022,Fall,ECE,444,4,11,4,0,3,1,0,0,0,0,2,0,0,0,"Sievers, Dane J"
2022,Fall,ECE,549,13,124,16,12,47,3,2,7,0,0,4,0,1,0,"Lazebnik, Svetlana"
2022,Fall,ECON,102,15,12,10,8,8,6,5,5,3,2,0,0,3,0,"Hardiman, Allen"
2022,Fall,ECON,102,14,18,12,9,4,5,5,1,1,3,0,0,2,1,"Gao, Ke"
2022,Fall,ECON,102,8,24,7,9,10,8,0,1,2,3,2,0,2,1,"Yi, Minh Joo"
2022,Fall,ECON,102,37,24,20,17,14,9,5,8,4,1,0,4,7,0,"Wang, Shihang"
2022,Fall,ECON,102,33,31,9,18,18,6,11,10,3,2,4,1,0,0,"Jung, Youngjoo"
2022,Fall,ECON,102,14,26,11,3,10,6,4,2,0,0,0,1,1,0,"Dee, Ethan A"
2022,Fall,ECON,102,10,19,6,9,9,5,6,4,1,2,2,1,1,0,"Yu, Yueyuan"
2022,Fall,ECON,102,18,16,4,4,5,4,0,0,0,1,1,1,2,0,"Buller, David H"
2022,Fall,ECON,102,21,15,6,12,17,10,3,3,6,0,3,1,5,2,"Benete Reis De, Sebastiao"
2022,Fall,ECON,102,43,39,15,13,9,2,3,7,3,3,6,1,8,1,"Stechuk, Sunlee"
2022,Fall,ECON,102,11,25,13,6,7,3,3,3,5,0,1,0,2,0,"Mockus, Domininkas"
2022,Fall,ECON,102,29,40,26,15,14,9,9,7,0,5,0,0,4,0,"Cueva Chavez, Ronald A"
2022,Fall,ECON,102,29,39,25,14,14,7,6,6,2,4,4,1,5,0,"Liu, Xinxuan"
2022,Fall,ECON,103,17,18,13,11,5,5,3,1,0,1,1,0,2,0,"Adohinzin, Wilfried Doria"
2022,Fall,ECON,103,28,40,27,17,19,7,6,5,3,0,1,0,2,0,"Jung, Youngwook"
2022,Fall,ECON,103,15,30,14,11,3,1,1,1,0,0,2,0,0,0,"Simon, Pedro V"
2022,Fall,ECON,103,36,44,22,16,18,3,5,7,2,1,1,0,2,0,"Liu, Yiqiu"
2022,Fall,ECON,103,47,41,22,11,9,4,8,7,2,2,0,1,3,0,"Niu, Mukun"
2022,Fall,ECON,103,26,39,19,24,24,7,5,8,0,4,1,0,0,0,"Gholizadeh, Nasim"
2022,Fall,ECON,103,18,21,10,6,8,4,5,1,1,1,0,1,0,0,"Cho, Minyoung"
2022,Fall,ECON,202,0,24,3,0,9,2,2,7,3,0,1,1,1,0,"Chen, Zhuo"
2022,Fall,ECON,202,1,23,1,0,12,1,5,3,2,0,0,1,2,1,"Dutta, Avishek"
2022,Fall,ECON,202,3,21,3,2,12,0,0,2,5,0,1,3,1,0,"Yang, Hesong"
2022,Fall,ECON,202,0,7,1,1,6,0,1,3,1,0,1,1,0,3,"Shen, Keshi"
2022,Fall,ECON,202,8,19,2,0,13,1,3,4,2,0,1,2,1,4,"Hendershott, Callan N"
2022,Fall,ECON,203,0,27,9,7,10,3,10,3,1,4,2,2,2,0,"Song, Hyunji"
2022,Fall,ECON,203,1,6,9,5,11,3,4,5,1,1,5,2,2,1,"Shao, Dongning"
2022,Fall,ECON,203,2,15,11,8,8,5,1,1,3,2,1,0,2,1,"Martinez Garcia, Humberto"
2022,Fall,ECON,203,0,6,2,4,3,3,1,1,2,1,1,1,3,0,"Zhou, Kang"
2022,Fall,ECON,302,4,1,4,1,1,2,0,1,0,1,2,1,4,0,"De Souza Godeli, Arthur"
2022,Fall,ECON,302,18,11,10,13,12,11,5,13,7,6,5,6,8,1,"Rosa Mazzocato, Marcelo"
2022,Fall,ECON,302,26,10,4,9,7,3,6,0,3,4,0,1,7,1,"Kim, Sarah J"
2022,Fall,ECON,302,27,12,7,12,15,9,10,2,2,4,4,1,13,1,"Liu, Zichang"
2022,Fall,ECON,303,5,8,10,5,6,7,7,2,1,1,0,0,1,0,"Okada Da Silva, Vinicius"
2022,Fall,ECON,303,13,10,20,11,7,5,5,4,5,3,2,0,1,1,"Bao, Yue"
2022,Fall,ECON,303,8,5,6,5,4,3,2,1,2,0,0,0,1,0,"Da Cunha Rodrig, Flavio A"
2022,Fall,ECON,471,5,7,10,5,4,1,0,3,1,1,0,0,1,0,"Rodrigues Silva, Daniel"
2022,Fall,ECON,490,13,30,17,2,5,1,0,0,0,1,0,0,0,0,"Vazquez, Jose J"
2022,Fall,ECON,491,9,24,4,3,2,1,0,0,0,0,0,0,0,1,"Armendariz Buau, Ramses Y"
2022,Fall,ECON,500,12,12,5,6,0,0,0,0,0,0,0,0,0,0,"Ambardar, Shivangi"
2022,Fall,ECON,502,1,7,4,8,6,3,3,1,0,0,0,0,0,0,"Singh, Lovepreet"
2022,Fall,ECON,528,124,327,101,71,56,22,18,16,5,2,1,2,17,3,"DeBrock, Lawrence M"
2022,Fall,EDUC,101,145,5,3,0,2,1,0,2,0,0,0,0,1,0,"Poetzel, Adam R"
2022,Fall,EDUC,201,9,110,20,7,11,2,0,5,1,1,1,0,6,0,"Mason, Terrence C"
2022,Fall,EDUC,202,0,15,1,2,1,2,0,0,0,0,0,0,1,0,"Bandales, Joann M"
2022,Fall,EDUC,202,25,41,7,7,5,0,4,2,0,0,0,1,3,1,"Gutierrez, Rochelle"
2022,Fall,ENG,100,0,1137,0,0,77,0,0,14,0,0,7,0,7,2,"Woodard, Brian S"
2022,Fall,ENG,100,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,ENG,101,0,283,0,0,19,0,0,5,0,0,4,0,5,2,"Green, Kerri A"
2022,Fall,ENG,111,13,17,6,2,1,0,0,4,0,0,0,0,0,0,"Montagner Marti, Aldo"
2022,Fall,ENG,111,32,68,8,0,0,0,0,1,0,0,4,0,0,1,"Cervantes, Victor G"
2022,Fall,ENG,199,3,39,4,2,6,4,2,0,0,0,0,0,3,0,"Brewer, Erika S"
2022,Fall,ENG,199,31,1,0,0,0,0,0,1,0,0,0,0,1,1,"Solomon, Brad R"
2022,Fall,ENG,199,12,31,0,4,1,0,0,0,0,0,0,0,0,0,"Mamaril, Natasha Johanna"
2022,Fall,ENG,300,35,44,1,2,1,0,1,0,0,0,0,0,0,0,"Niehans, Keri M"
2022,Fall,ENG,398,0,85,0,0,11,0,0,2,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,ENGL,104,0,27,3,0,0,0,0,0,1,0,0,0,0,0,"Kimutis, Patrick"
2022,Fall,ENGL,104,7,8,12,20,10,1,0,0,0,0,0,0,0,0,"Capino, Jose B"
2022,Fall,ENGL,104,0,9,11,5,5,0,0,0,0,0,0,0,0,0,"Guruparan, Akil"
2022,Fall,ENGL,104,1,9,5,5,5,3,1,0,0,0,0,0,1,0,"DeVries, Benjamin R"
2022,Fall,ENGL,109,8,12,2,0,1,0,0,0,0,1,0,0,0,0,"Freudenburg, Annah"
2022,Fall,ENGL,109,9,8,3,1,0,0,0,0,0,0,0,0,1,0,"Coby, Laura M"
2022,Fall,ENGL,218,0,7,13,2,0,0,0,0,0,0,0,0,3,0,"Newcomb, Lori H"
2022,Fall,ENGL,301,0,9,9,2,3,0,0,0,0,0,0,0,0,0,"Loughran, Patricia"
2022,Fall,EPOL,310,0,22,0,0,6,0,0,0,0,0,0,0,0,1,"Perkins-William, Ruqayyah"
2022,Fall,EPOL,483,23,64,2,5,1,2,0,2,1,0,2,0,5,0,"Hrubec, Deborah A"
2022,Fall,EPSY,220,0,23,1,1,0,0,0,0,0,0,0,0,1,0,"Zarkada, Simoni"
2022,Fall,EPSY,220,13,11,2,1,1,0,1,0,0,0,0,0,0,0,"Rhoades, Kathryn L"
2022,Fall,EPSY,220,5,15,2,2,2,1,0,0,0,0,0,0,2,0,"Elmi, Christopher M"
2022,Fall,EPSY,456,22,10,6,7,1,7,0,0,1,1,0,1,0,0,"Cromley, Jennifer G"
2022,Fall,ESE,200,11,7,8,2,3,3,2,1,2,1,0,0,5,1,"Brown, Constance M"
2022,Fall,FIN,221,8,140,49,35,45,10,7,9,1,3,3,0,3,3,"Dyer, Michael A"
2022,Fall,FIN,221,0,147,54,30,28,15,6,4,1,0,3,0,2,1,"Raskie, Sterling"
2022,Fall,FIN,230,0,31,28,10,5,7,5,4,2,0,1,0,1,0,"McChristian, Lynne P"
2022,Fall,FIN,241,4,81,19,15,19,3,1,0,1,0,0,0,0,0,"Perkins, Scott E"
2022,Fall,FIN,300,19,19,12,14,14,5,5,6,1,2,1,2,1,2,"Marcinkowski, Matthew M"
2022,Fall,FIN,300,7,12,3,4,11,2,8,4,1,2,4,1,9,3,"Peters, Stephen R"
2022,Fall,FIN,321,3,37,50,20,7,2,0,0,0,0,0,0,0,0,"Wu, Yufeng"
2022,Fall,FIN,411,10,10,8,5,15,4,6,7,1,0,1,0,1,0,"Spencer, Xiangyi X"
2022,Fall,FIN,418,7,18,12,5,4,2,0,2,0,0,0,0,0,0,"Brobst, Charles"
2022,Fall,FIN,423,17,64,25,9,1,0,0,0,0,0,0,0,0,0,"Krueger, George J"
2022,Fall,FIN,435,3,36,26,17,6,1,5,0,2,0,0,0,0,0,"Wang, Jialan"
2022,Fall,FIN,463,0,24,13,4,5,3,0,2,0,0,0,0,1,0,"Bertram, James M"
2022,Fall,FIN,500,4,43,26,13,6,5,5,3,0,0,0,0,0,0,"Huang, Jiekun"
2022,Fall,FIN,500,0,59,68,32,27,18,6,6,3,2,1,0,9,0,"Widdicks, Martin"
2022,Fall,FIN,501,3,43,25,39,27,0,0,0,0,0,0,0,0,0,"Deryugina, Tatyana"
2022,Fall,FIN,511,0,54,27,37,27,1,0,0,0,0,0,0,1,0,"Pollet, Joshua M"
2022,Fall,FIN,522,2,29,6,5,3,2,0,0,0,0,0,0,0,0,"Zeume, Stefan"
2022,Fall,FIN,550,5,30,17,7,4,3,1,0,0,0,0,0,0,0,"Gao, Xing"
2022,Fall,FIN,553,27,38,15,7,11,6,0,0,0,0,0,0,0,0,"Duarte, Victor"
2022,Fall,FIN,580,7,17,18,14,6,2,0,0,0,0,0,0,0,0,"Gao, Xing"
2022,Fall,FIN,580,0,4,5,5,7,5,1,0,0,0,0,0,0,0,"Natenberg, Sheldon"
2022,Fall,FIN,580,15,43,18,16,16,3,0,2,0,0,0,0,1,0,"Pae, Yuntaek"
2022,Fall,FSHN,101,16,194,0,0,34,0,0,16,0,0,4,0,4,2,"Gist, Toni M"
2022,Fall,FSHN,120,14,544,0,0,224,0,0,41,0,0,9,0,9,0,"Gist, Toni M"
2022,Fall,GER,251,6,28,19,6,9,2,5,3,1,0,3,0,7,1,"Jenkins, Robert J"
2022,Fall,GLBL,100,0,25,2,1,0,0,0,0,0,0,0,0,0,0,"Fogelman, Charles J"
2022,Fall,GLBL,100,6,20,0,0,0,1,0,0,0,0,0,0,2,0,"Shin, Hyo-Won"
2022,Fall,GLBL,100,10,4,3,0,2,0,0,2,0,0,0,0,3,0,"Schrag, David M"
2022,Fall,GLBL,100,23,24,4,1,2,1,1,1,0,0,0,0,0,0,"Holmes, Joshua S"
2022,Fall,GLBL,100,16,5,2,0,0,0,0,1,0,0,0,0,2,0,"Wedig, Timothy E"
2022,Fall,GS,101,55,14,9,4,7,0,1,4,2,0,1,1,0,0,"Verhelst, Christina T"
2022,Fall,GS,101,37,16,14,6,7,4,4,5,0,0,1,1,1,0,"Faulkner, Aric E"
2022,Fall,GS,101,42,22,9,2,2,1,0,0,0,0,0,0,3,0,"Morley, Amanda R"
2022,Fall,GS,101,60,15,5,5,1,4,4,1,0,0,1,0,2,1,"Williams, Nashea N"
2022,Fall,GS,101,19,16,14,2,2,11,2,4,3,0,2,3,12,0,"Ellis, Michelle D"
2022,Fall,GS,101,36,12,0,2,0,0,0,0,0,0,1,0,1,0,"Smothers, Sarah A"
2022,Fall,GS,101,71,8,10,1,3,3,0,0,0,0,0,0,2,1,"Alvarez, Caitlin M"
2022,Fall,GS,101,62,14,5,1,5,0,1,4,1,0,3,1,0,0,"Gutwein, Calen A"
2022,Fall,GS,101,0,33,9,8,8,6,6,8,6,2,0,0,11,0,"Myers, Michael D"
2022,Fall,GS,101,49,18,10,3,7,6,0,0,2,0,0,0,4,0,"Shattuck, Dustin R"
2022,Fall,GS,101,70,9,8,2,0,4,1,1,1,0,0,1,3,0,"Walk, Aaron J"
2022,Fall,GS,101,13,17,8,0,6,9,0,0,2,0,3,0,1,0,"Singleton, Jasmine N"
2022,Fall,GS,101,64,9,6,3,1,0,2,2,0,0,0,1,4,0,"Chamberlain, Amanda M"
2022,Fall,GWS,100,5,16,11,1,6,2,0,2,1,0,0,0,2,0,"Gonzalez, Angelica"
2022,Fall,GWS,100,10,20,6,5,2,3,0,1,0,0,0,0,0,0,"Cano, Ariana A"
2022,Fall,GWS,275,33,3,2,2,0,0,0,0,0,0,2,1,2,0,"Rijo Sanchez, Amaury J"
2022,Fall,GWS,275,21,2,0,1,0,0,0,0,0,0,0,0,0,0,"McKeegan, Stephanie A"
2022,Fall,GWS,275,38,8,0,1,1,0,0,0,0,0,0,0,0,0,"Turner, Robin S"
2022,Fall,GWS,275,20,1,0,0,0,2,0,0,0,0,0,0,0,0,"Malo, Gabriel R"
2022,Fall,HDFS,101,7,48,1,1,9,2,0,4,1,0,3,0,3,0,"Anderson, Barbara R"
2022,Fall,HDFS,105,29,14,13,7,2,3,1,1,0,1,0,0,2,0,"Fanta Alarcon, Andrea S"
2022,Fall,HDFS,105,44,12,2,6,3,0,2,0,2,3,0,0,0,0,"Sahin, Esra"
2022,Fall,HIST,100,5,11,3,4,1,0,0,0,0,0,0,0,0,0,"Vitale, Stephen T"
2022,Fall,HIST,100,13,6,8,2,7,1,2,3,0,0,1,0,1,0,"Huang, Jun"
2022,Fall,HIST,103,4,4,7,1,4,2,0,2,0,1,0,0,0,0,"Trauscht, Cheryl M"
2022,Fall,HIST,103,3,14,13,6,2,4,1,1,0,0,0,0,0,0,"Duncan, Heather E"
2022,Fall,HIST,104,7,40,12,6,1,1,0,1,0,0,0,0,0,0,"Alarcon Olivos, Marcos Gi"
2022,Fall,HIST,104,7,36,16,5,2,1,0,1,0,1,0,0,1,0,"Harms, Jake A"
2022,Fall,HIST,104,2,30,10,2,1,0,0,0,1,1,0,0,0,0,"Bozzi Feijo, Brunna"
2022,Fall,HIST,171,3,16,12,4,12,7,3,5,3,1,1,1,2,1,"Crane, William M"
2022,Fall,HIST,236,0,26,27,7,3,4,0,1,1,0,0,0,0,0,"Vostriakova, Elizaveta"
2022,Fall,HIST,236,0,24,36,4,3,1,2,0,0,0,0,0,0,1,"Bell, Jacob S"
2022,Fall,HIST,281,0,10,2,3,1,1,0,3,0,0,0,0,2,0,"Lan, You"
2022,Fall,HIST,281,6,33,12,5,6,1,1,1,1,0,0,0,3,0,"Kelley, Kurtis J"
2022,Fall,IB,110,0,103,0,0,7,0,0,3,0,0,0,0,1,1,"Ngumbi, Esther N"
2022,Fall,IB,151,59,14,6,2,2,1,1,0,1,0,0,0,0,0,"Clegg, Benjamin F"
2022,Fall,IHLT,375,31,28,5,2,3,0,0,0,1,0,0,0,2,0,"DiFilippo, Kristen N"
2022,Fall,IHLT,474,0,78,0,0,6,0,0,0,0,0,0,0,1,0,"Frasca, Elizabeth A"
2022,Fall,IS,100,112,29,19,5,3,4,3,1,1,1,0,0,0,0,"Newell, Melissa A"
2022,Fall,IS,199,62,15,4,0,4,1,2,2,1,0,1,0,3,0,"Hodson, Rebecca R"
2022,Fall,IS,204,10,8,1,2,0,0,0,2,0,0,0,0,2,0,"Kendall, Lori S"
2022,Fall,IS,204,3,7,9,3,0,0,1,1,1,0,0,1,1,0,"LaRue, Elizabeth M"
2022,Fall,IS,204,38,14,3,1,0,0,0,1,0,0,0,0,0,0,"Besser, Stephanie A"
2022,Fall,IS,205,0,42,7,3,3,2,0,4,0,0,0,0,9,0,"Wickes, Elizabeth D"
2022,Fall,IS,430,60,36,7,6,5,0,3,0,0,0,2,0,2,1,"Trainor, Kevin"
2022,Fall,IS,445,0,90,1,5,0,0,0,1,0,0,0,1,1,0,"Naiman, Jill P"
2022,Fall,IS,501,10,8,0,0,2,0,0,0,0,0,1,0,0,0,"Wong, Melissa A"
2022,Fall,IS,505,0,25,3,1,0,0,0,0,0,0,0,0,0,0,"Alvarez, Barbara A"
2022,Fall,IS,510,0,20,0,0,1,0,0,0,0,0,0,0,0,0,"Kritikos, Katie C"
2022,Fall,IS,510,0,22,1,0,1,0,0,0,0,0,0,0,0,0,"Walczyk, Christine A"
2022,Fall,IS,510,6,4,8,3,1,0,0,0,0,0,0,0,0,0,"Takazawa, Aiko"
2022,Fall,IS,525,0,87,8,3,0,0,0,0,0,0,0,0,0,0,"Wonderlich, Michael C"
2022,Fall,IS,582,0,23,0,0,1,0,0,0,0,0,0,0,1,0,"Vincler, John M"
2022,Fall,IS,597,8,3,4,4,3,0,2,0,0,0,1,0,0,0,"Diesner, Jana"
2022,Fall,JOUR,200,2,14,3,2,7,2,5,5,0,0,1,1,3,0,"Evans, Christopher R"
2022,Fall,KIN,100,0,44,0,0,5,0,0,1,0,0,0,0,1,0,"North, Jonathan R"
2022,Fall,KIN,100,0,20,0,0,2,0,0,1,0,0,0,0,0,0,"Skorin, Nicholas"
2022,Fall,KIN,100,0,44,0,0,2,0,0,2,0,0,1,0,2,0,"Adamek, John F"
2022,Fall,KIN,102,37,0,0,0,1,0,0,0,0,0,0,0,0,0,"Soto, Yuliana"
2022,Fall,KIN,104,0,461,0,0,30,0,0,10,0,0,5,0,10,1,"Clarke, Caitlin L"
2022,Fall,KIN,109,0,65,0,0,3,0,0,0,0,0,0,0,0,0,"Ragab, Sarah H"
2022,Fall,KIN,109,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Zupancic, Zan"
2022,Fall,KIN,122,135,70,52,20,7,9,1,1,1,1,0,2,3,1,"Richards, Alicia"
2022,Fall,KIN,142,0,101,0,0,26,0,0,23,0,0,6,0,9,2,"Sydnor, Synthia"
2022,Fall,KIN,199,0,42,10,2,0,1,1,0,1,0,0,0,0,0,"O'Connor, Jamie A"
2022,Fall,KIN,249,379,258,91,38,37,18,11,7,0,2,1,0,17,3,"Haugen, Matthew B"
2022,Fall,LAS,101,1296,205,103,33,52,20,17,10,8,3,2,3,16,0,"Hunter, Darrell K"
2022,Fall,LAS,199,3,17,2,0,1,0,0,0,0,0,0,0,0,0,"Brown, Nikia"
2022,Fall,LAS,291,279,38,18,14,10,5,5,1,2,1,1,0,2,4,"Friedman, Roman"
2022,Fall,LAW,501,1,9,10,0,16,0,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
2022,Fall,LAW,602,2,11,10,40,28,4,5,4,2,0,0,0,0,1,"Ross, Richard J"
2022,Fall,LAW,603,1,6,4,15,17,5,4,1,0,0,0,0,0,0,"Wexler, Lesley M"
2022,Fall,LAW,603,0,7,4,22,8,5,4,2,0,0,0,0,0,0,"Robbennolt, Jennifer K"
2022,Fall,LAW,604,0,6,4,20,18,0,4,1,0,0,0,0,0,0,"Ross, Jacqueline E"
2022,Fall,LAW,604,0,5,1,13,1,2,1,1,0,0,1,0,0,0,"Moore, Michael"
2022,Fall,LAW,607,1,6,4,20,13,3,5,1,0,0,0,0,0,0,"Thomas, Suja A"
2022,Fall,LAW,609,1,4,1,11,3,3,2,2,0,0,0,0,0,0,"Pea, Janice F"
2022,Fall,LAW,609,0,2,4,13,3,2,2,0,1,0,0,0,0,0,"Sanderson, Kari"
2022,Fall,LAW,609,2,3,1,10,4,2,1,2,0,0,0,0,0,0,"Alam, Rummana"
2022,Fall,LAW,609,1,2,3,12,4,2,3,0,1,0,0,0,0,0,"Agallianos, Helen P"
2022,Fall,LAW,609,2,3,1,9,7,1,3,0,0,0,0,0,0,0,"Anderson, Sean M"
2022,Fall,LAW,627,1,3,2,13,3,3,1,1,1,0,0,0,0,0,"Braun, Matthew E"
2022,Fall,LAW,627,0,3,2,10,7,1,2,0,0,0,0,0,0,0,"McDade, Travis W"
2022,Fall,LAW,627,2,6,4,18,10,6,6,0,0,0,0,0,0,1,"Galanos, Christopher D"
2022,Fall,LAW,627,0,3,2,13,3,3,3,0,0,0,0,0,0,0,"Hunter, Pia M"
2022,Fall,LAW,627,0,3,0,13,8,1,2,0,0,0,0,0,0,0,"Kaplan, Barbara J"
2022,Fall,LAW,633,5,21,28,87,42,9,0,0,0,0,0,0,0,0,"Aviram, Amitai"
2022,Fall,LAW,645,1,8,7,12,11,1,1,1,2,0,1,0,0,0,"Sherkow, Jacob S"
2022,Fall,LAW,656,1,5,14,26,12,13,4,0,0,0,0,0,1,0,"Boyle, Francis A"
2022,Fall,LAW,680,2,22,12,12,18,7,0,2,0,0,0,0,0,0,"Kordik, Ellen R"
2022,Fall,LAW,792,2,4,9,9,3,4,1,0,0,0,0,0,0,0,"LeRoy, Benjamin A"
2022,Fall,LAW,792,1,10,3,6,1,0,0,0,0,0,0,0,0,0,"Trott, Thomas"
2022,Fall,LAW,792,0,16,14,21,17,10,2,0,0,0,0,0,1,1,"Perkins, Scott E"
2022,Fall,LAW,797,5,9,17,17,9,5,1,0,0,0,0,0,0,0,"Augustine, Andrea M"
2022,Fall,LER,561,0,25,3,0,2,0,0,0,1,0,0,0,1,0,"Schiller, Brian"
2022,Fall,LER,565,3,30,2,2,3,0,0,0,0,0,0,0,0,0,"Lamare, James R"
2022,Fall,LER,566,9,25,26,24,0,0,0,0,0,0,0,0,0,0,"Jung, Ji Wook"
2022,Fall,LER,590,11,4,8,3,3,2,0,0,0,0,0,0,1,0,"Pearlman, Laurence J"
2022,Fall,LER,590,1,42,0,0,0,0,0,0,1,0,0,0,0,0,"Lamare, James R"
2022,Fall,LER,590,0,36,0,1,1,0,0,0,0,0,0,0,0,0,"Leroy, Michael H"
2022,Fall,LER,590,0,34,2,0,0,1,1,0,0,0,0,0,0,0,"Gilbert, Daniel"
